key,id
t1.58,"Admin3 nama tempat nelayan mendaratkan tangkapannya, dengan spasi dan tanda baca diperbolehkan. Ini ditarik dari admin3_ref dan diisi secara otomatis berdasarkan admin3_ref_name yang dipilih."
t1.64,"Nama pengumpul data tanpa spasi dan tanpa tanda baca, hanya garis bawah"
t1.65,Nama pengumpul data dengan spasi dan tanda baca diperbolehkan.
t1.66,"Jenis kelamin pengumpul data; 'laki-laki', 'perempuan', 'non-biner' atau 'bisnis_nogender'"
t1.69,"Pilih ""Ya"" jika Anda ingin pengumpul data muncul di menu dropdown list untuk formulir landings monitoring Kobo."
t1.70,"Pilih ""Ya"" jika Anda ingin pengumpul data muncul di menu dropdown list untuk formulir landings profiling Kobo"
t1.71,"Pilih ""Ya"" jika Anda ingin pengumpul data muncul di menu tarik-turun untuk formulir survei rumah tangga Kobo"
t1.72,"Pilih ""Ya"" jika Anda ingin pengumpul data muncul di menu tarik-turun untuk formulir profil komunitas Kobo"
t1.75,"Nama lokasi penangkapan ikan tanpa spasi dan tanpa tanda baca, hanya garis bawah"
t1.76,"Nama lokasi penangkapan ikan dengan spasi dan tanda baca diperbolehkan. Harap jangan mengubah label kecuali benar-benar diperlukan, karena proses penggabungan didasarkan pada hal ini."
t1.81,Koordinat lintang lokasi penangkapan ikan
t1.82,Koordinat bujur dari lokasi penangkapan ikan
t1.85,"Nama lokal alat penangkapan ikan tanpa spasi dan tanpa tanda baca, hanya garis bawah"
t1.86,"Nama lokal alat penangkapan ikan dengan spasi dan tanda baca diperbolehkan. Harap jangan mengubah label kecuali benar-benar diperlukan, karena proses penggabungan didasarkan pada hal ini."
t1.87,"Nama alat penangkapan ikan dalam bahasa Inggris tanpa spasi dan tanpa tanda baca, hanya garis bawah. Ini adalah daftar dropdown yang telah ditentukan sebelumnya. Silakan pilih salah satu yang paling sesuai dengan alat penangkapan ikan lokal, atau beri komentar jika Anda tidak yakin."
t1.88,Deskripsi alat penangkapan ikan
t1.89,"Kelompok spesies yang ditargetkan oleh alat penangkapan ikan. Jika satu alat tangkap menargetkan beberapa spesies, buat baris data baru untuk setiap kelompok spesies. Daftar dropdown list terhubung ke kolom ""species_group"" di species_ref."
t1.90,"Bendera akan berwarna merah jika ""species_group"" yang dipilih tidak ada di species_ref."
t1.95,"Nama lokasi pendaratan tanpa spasi dan tanpa tanda baca, hanya garis bawah"
t1.96,Nama lokasi pendaratan dengan spasi dan tanda baca diperbolehkan
t1.103,"Nama unik area pengelolaan dengan spasi dan tanda baca diperbolehkan. Harap jangan mengubah nama kecuali benar-benar diperlukan, karena proses penggabungan didasarkan pada hal ini."
t1.104,"Nama unik dari area pengelolaan dan tanggal efektif. Lebih khusus lagi, ini berisi informasi berikut yang dipisahkan oleh garis bawah: management_id, management_method, close_date, dan open_date."
t1.104.1,Daftar admin3 yang melakukan penangkapan ikan di dalam area pengelolaan.
t1.104.2,"Bendera akan berwarna merah jika salah satu admin3 yang tercantum di kolom"" admin3_fish "" tidak ada di admin3_ref."
t1.104.3,Daftar admin3 yang memiliki peran dalam mengatur kegiatan pengelolaan.
t1.104.4,"Bendera akan berwarna merah jika salah satu admin3 yang tercantum di kolom ""admin3_govern"" tidak ada di admin3_ref."
t1.105,"Daftar lokasi penangkapan ikan yang terkait dengan kegiatan pengelolaan. Daftar dropdown list terhubung ke kolom ""name"" di fishing_ground_ref."
t1.105.5,"Bendera akan berwarna merah jika salah satu lokasi penangkapan ikan yang tercantum di ""management_fishing_ground"" tidak ada di fishing_ground_ref."
t1.106,"Jenis metode pengelolaan yang digunakan selama kegiatan berlangsung. Daftar yang telah ditentukan sebelumnya meliputi: Penutupan Sementara, Zona Larang Ambil, Pembatasan Alat Tangkap, Pengaturan Akses, Larangan Pemanfaatan, atau Larangan Penebangan."
t1.106.1,"Jenis regulasi hukum. Daftar yang telah ditentukan antara lain: peraturan kepala desa, keputusan kepala desa, peraturan bersama kepala desa atau tidak ada regulasi sama sekali."
t1.106.2,"Kelompok spesies target untuk wilayah yang dikelola. Ini dapat mencakup 'Semua', satu atau beberapa kelompok spesies. Daftar dropdown list terhubung ke MASTER species_ref dan menyertakan grup spesies dari semua mitra."
t1.107,"Spesies target untuk wilayah yang dikelola. Ini dapat mencakup 'Seluruh_species', satu atau beberapa spesies. Daftar dropdwon list terhubung ke MASTER species_ref dan menyertakan spesies dari semua mitra."
t1.107.1,"Bendera akan berwarna merah jika ""target_species"" yang dipilih tidak direferensikan dalam species_ref mitra."
t1.108,"Target habitat untuk wilayah yang dikelola. Daftar dropdown list yang telah ditentukan sebelumnya mencakup pilihan habitat: 'terumbu karang, lamun, bakau, dataran lumpur, pasir, perairan dalam, atau lainnya'."
t1.109,Luas areal yang dikelola dinyatakan dalam hektare (ha)
t1.110,Tanggal penutupan wilayah yang dikelola
t1.111,Tanggal pembukaan wilayah yang dikelola
t1.112,Koordinat lintang wilayah pengelolaan
t1.113,Garis bujur wilayah pengelolaan
t1.116,"Nama mitra/organisasi tanpa spasi dan tanpa tanda baca, hanya garis bawah"
t1.117,"Nama mitra/organisasi dengan spasi dan tanda baca diperbolehkan. Harap jangan mengubah label kecuali benar-benar diperlukan, karena proses penggabungan didasarkan pada hal ini."
t1.118,"Kelompok spesies yang datanya dikumpulkan oleh mitra. Daftar dropdown list terhubung ke kolom ""species_group"" di species_ref. Pilih semua grup jika mereka ingin semua spesies di species_ref muncul."
t1.122,"Nama mitra tanpa spasi atau tanda baca, hanya garis bawah. Dropdown spesies difilter oleh nama mitra. Beberapa negara memiliki banyak mitra yang berbagi daftar spesies. Dalam hal ini, Anda akan melihat kode negara alih-alih mitra, dan seluruh daftar spesies akan ditampilkan untuk setiap mitra di negara tersebut, kecuali grup spesies tertentu ditentukan di kolom ""species_group"" di org_ref."
t1.123,Jenis habitat yang terkait dengan spesies
t1.124,"Nama lokal dan nama spesies digabungkan dengan garis bawah, tanpa tanda baca atau spasi lainnya."
t1.125,Nama lokal dengan nama spesies dalam tanda kurung
t1.126,"Spesies dikategorikan ke dalam kelompok berdasarkan karakteristik biologinya tanpa spasi atau tanda baca, hanya garis bawah. Bidang ini digunakan untuk membantu memfilter pilihan jawaban tertentu di Kobo."
t1.127,"Bendera akan berwarna merah jika ""species_group"" yang dipilih tidak direferensikan di gear_ref. Itu berarti semua alat penangkapan ikan pyang terdaftar di gear_ref akan muncul untuk kelompok spesies ini. Untuk hanya menampilkan alat penangkapan ikan yang menargetkan kelompok spesies ini, harap tambahkan kelompok spesies ke gear_ref."
t1.128,Nama spesies lokal dengan spasi dan tanda baca diperbolehkan
t1.129,"Nama admin1, 2 atau 3 tanpa spasi atau tanda baca, hanya garis bawah. Daftar dropdown list terhubung ke kolom ""name"" di admin_ref yang sesuai. * Bidang ini hanya akan ditampilkan untuk mitra yang ingin dropdown spesies difilter oleh admin tersebut.*"
t1.130,Nama umum spesies dalam bahasa Inggris dengan spasi dan tanda baca diperbolehkan
t1.131,Nama famili suatu spesies dengan spasi dan tanda baca diperbolehkan
t1.132,"Nama ilmiah spesies dengan spasi dan tanda baca diperbolehkan. Jika spesiesnya tidak diketahui, genus atau famili juga dapat dimasukkan. Jika hanya genus yang diketahui, ketikkan nama genus diikuti dengan ""sp"" (bukan ""spp"" atau sp.”). Jika hanya famili yang diketahui, ketikkan nama famili tersebut (misalkan Lutjanidae)."
t1.133.1,Batas panjang maksimum (cm) digunakan untuk peringatan nilai. Lihat lw_ref untuk informasi lebih lanjut.
t1.133.2,Batas panjang minimum (cm) digunakan untuk peringatan nilai. Lihat lw_ref untuk informasi lebih lanjut.
t1.133.3,"Batas berat maksimum (kg) yang digunakan untuk peringatan nilai berdasarkan nilai 'length_limit_max', 'a', dan 'b', dihitung secara otomatis di Smartsheet menggunakan rumus ""=(([length_limit_max]@row ^ b @ row) * a@row) / 1000"". Lihat lw_ref untuk informasi lebih lanjut."
t1.133.4,"Batas berat minimum (kg) yang digunakan untuk peringatan nilai berdasarkan nilai' length_limit_min',' a', dan' b', dihitung secara otomatis di Smartsheet menggunakan rumus""=(([length_limit_min]@row ^ b@row) * a@row) / 1000"". Lihat lw_ref untuk informasi lebih lanjut."
t1.133.5,"Berat rata-rata (kg), dihitung secara otomatis di Smartsheet menggunakan rumus ""=([weight_limit_max]@row + [weight_limit_min]@row) / 2"". Lihat lw_ref untuk informasi lebih lanjut."
t1.134,"Terjemahan bahasa Inggris untuk ""tambah baru"", ""tidak tahu"", ""tidak dijual"", dll."
t1.135,"Terjemahan bahasa nasional negara untuk ""tambah baru"", ""tidak tahu"", ""tidak dijual"", dll."
t1.136,Lembar referensi terjemahan akan digabungkan untuk muncul di dropdown yang sesuai di Kobo
t1.138,"Nama mitra tanpa spasi atau tanda baca, hanya garis bawah."
t1.139,Harga minimum berdasarkan species_group
t1.140,Harga maksimum berdasarkan species_group
t1.141,"Kelompok spesies yang berlaku untuk peringatan min/max. Untuk menambahkan kelompok baru, berikan komentar dan beritahu pihak terkait."
t1.143,Harga per kg atau harga per individu (peringatan berat dan panjang spesies diterapkan di belakang layar menggunakan data dari literatur)
t1.144,"Bagian pengolahan menentukan bagaimana ikan atau invertebrata dijual. Opsi termasuk 'utuh, diolah_sebagian, filet, ekor, atau sirip'."
t1.145,"Nama genus spesies, bersumber dari fungsi rfishbase 'load_taxa()'."
t1.146,"Nama famili spesies, bersumber dari fungsi rfishbase 'load_taxa()'."
t1.147,"Nama umum spesies dalam bahasa Inggris dengan spasi dan tanda baca, bersumber dari tabel 'comnames' fishbase menggunakan kolom peringkat untuk memilih nama yang disukai per spesies dari beberapa nama umum yang tersedia."
t1.148,"Spesies dikategorikan ke dalam kelompok berdasarkan karakteristik biologinya tanpa spasi atau tanda baca, hanya garis bawah. Bidang ini digunakan untuk membantu memfilter pilihan jawaban tertentu di Kobo. Opsi meliputi: 'ikan_bersirip, ray, belut, hiu, kepiting, udang, lobster, gurita, cumi-cumi, sotong, kekerangan, gastropoda, bulu_babi, dan teripang'."
t1.149,"Nilai koefisies pertumbuhan (k) rata-rata spesies, bersumber dari tabel 'popgrowth' rfishbase."
t1.150,"Jenis pengukuran panjang untuk nilai 'avg_k'. Pilihannya meliputi: 'TL = panjang total, SL = panjang standar, WD = lebar, CL = panjang karapas, CW = lebar karapas, ML = panjang mantel, ShL = panjang cangkang'."
t1.151,"Nilai rata-rata 'a' untuk spesies, bersumber dari tabel rfishbase 'poplw'."
t1.152,"Nilai 'b' rata-rata untuk spesies, bersumber dari tabel rfishbase 'poplw'."
t1.153,"Referensi nilai 'a' dan 'b'. Pilihannya meliputi: 'Fishbase, SeaLifebase, Journal article'."
t1.154,"Jenis pengukuran panjang untuk nilai 'a_b_type'. Pilihannya meliputi: 'TL = panjang total, SL = panjang standar, WD = lebar, CL = panjang karapas, CW = lebar karapas, ML = panjang mantel, ShL = panjang cangkang'."
t1.155,"Panjang maksimum spesies (cm), bersumber dari tabel rfishbase 'popchar'."
t1.156,"Jenis pengukuran panjang untuk nilai 'lmax'. Pilihannya meliputi: 'TL = panjang total, SL = panjang standar, WD = lebar, CL = panjang karapas, CW = lebar karapas, ML = panjang mantel, ShL = panjang cangkang'."
t1.157,"Referensi nilai 'lmax'. Pilihannya meliputi: 'Fishbase, SeaLifebase, Journal article'."
t1.158,"Konversi nilai' a 'untuk spesies dengan 'max_length_type' = SL mengonversi ke TL, bersumber dari tabel rfishbase 'popll'"
t1.159,"Konversi nilai 'b' untuk spesies dengan 'max_length_type' = SL mengonversi ke TL, bersumber dari tabel rfishbase 'popll'"
t1.160,"Nilai max length dengan length type = TL, setelah dikonversi menggunakan nilai konversi."
t1.161,"Tingkat trofik yang terkait dengan spesies tersebut, bersumber dari kolom 'FoodTroph' di tabel 'ecology' fishbase. Menurut Tabel EKOLOGI, Troph = 1 + rata-rata troph dari makanan. Nilai berkisar dari 2.0-5.0"
t1.162,"Skor kerentanan, bersumber dari tabel 'spesies' rfishbase. Nilai berkisar antara 0-100."
t1.163,"Kelompok trofik bersumber dari referensi atribut MERMAID fish and benthic. Pilihannya meliputi: 'omnivore, planktivore, herbivore-detritivore, herbivore-macroalgae, piscivore, invertivore-mobile, invertivore-sessile'."
t1.164,"Gugus fungsi bersumber dari referensi atribut MERMAID fish and benthic. Pilihannya meliputi: 'cropper/grazer, planktivore, detritivore, browser, piscivore, pisci-invertivore, micro-invertivore, macro-invertivore, corallivore, cleaner, spongivore, excavator, scraper'."
t1.165,"Ukuran kelompok bersumber dari referensi atribut MERMAID fish dan benthic. Pilihannya meliputi: 'grup besar, grup sedang, grup kecil, berpasangan, soliter'."
t1.166,SAAT INI SEDANG DIPERBARUI
t1.167,"Panjang spesies saat pertama kali dewasa (cm), bersumber dari tabel rfishbase' maturity '."
t1.168,"Jenis pengukuran panjang untuk nilai 'lmat'. Pilihannya meliputi: 'TL = panjang total, SL = panjang standar, WD = lebar, CL = panjang karapas, CW = lebar karapas, ML = panjang mantel, ShL = panjang cangkang'."
t1.169,"Referensi nilai 'lmat'. Pilihannya meliputi: 'Fishbase, SeaLifebase, Journal article'."
t1.170,"Jenis pengukuran panjang untuk nilai 'final_lmax'. Pilihannya meliputi: 'TL = panjang total, SL = panjang standar, WD = lebar, CL = panjang karapas, CW = lebar karapas, ML = panjang mantel, ShL = panjang cangkang'."
t1.171,"Nilai final panjang maksimum (cm) per spesies yang digunakan dalam perhitungan, baik dari kolom 'lmax' atau kolom' lmax_tl ' berdasarkan jenis panjang yang diinginkan."
t1.172,"Nilai 'l∞' yang dihitung menggunakan nilai 'final_lmax' dalam rumus "" = ( 10^(0.044 + 0.9841 *LOG10 (final_lmax)))"""
t1.173,"Panjang pertama kali dewasa diperkirakan menggunakan nilai yang dihitung dari kolom 'calc_loo', menggunakan rumus "" =(10^(0,8979 *LOG10(calc_loo) - 0,0782))"""
t1.174,Nilai final panjang pertama kali dewasa (cm) berdasarkan perhitungan pada kolom 'calc_lmat' dibulatkan ke sepersepuluh terdekat.
t1.175,"Perhitungan untuk menentukan batas panjang minimum, dihitung otomatis di Smartsheet menggunakan rumus ""=[final_lmat]@row * 0.5"""
t1.176,"Batas panjang maksimum (cm) yang digunakan untuk peringatan nilai berdasarkan nilai 'final_lmax', dihitung secara otomatis di Smartsheet menggunakan rumus ""=[final_lmax]@row"""
t1.177,"Batas panjang minimum (cm) yang digunakan untuk peringatan nilai berdasarkan nilai 'calc_limit_min', dihitung secara otomatis di Smartsheet menggunakan rumus ""=[calc_limit_min]@row"""
t1.178,"Batas berat maksimum (kg) yang digunakan untuk peringatan nilai berdasarkan nilai 'length_limit_max', 'a', dan 'b', dihitung secara otomatis di Smartsheet menggunakan rumus ""=(([length_limit_max]@row ^ b @ row) * a@row) / 1000"""
t1.179,"Batas berat minimum (kg) yang digunakan untuk peringatan nilai berdasarkan nilai 'length_limit_min', 'a', dan 'b', dihitung secara otomatis di Smartsheet menggunakan rumus""=(([length_limit_min]@row ^ b@row) * a@row) / 1000"""
t1.180,"Berat rata-rata (kg), dihitung secara otomatis di Smartsheet menggunakan rumus ""=([weight_limit_max]@row + [weight_limit_min]@row) / 2"""
t1.181,Referensi atau rumus untuk nilai 'avg_weight'
t1.182,"TRUE/PRESENT (1) atau FALSE/ABSENT (0), bersumber dari kolom 'Oceanic' di tabel 'ecology' fishbase."
t1.183,"TRUE/PRESENT (1) atau FALSE/ABSENT (0), bersumber dari kolom 'CoralReefs' di tabel 'ecology' fishbase."
t1.184,"TRUE/PRESENT (1) atau FALSE/ABSENT (0), bersumber dari kolom 'Mangrove' di tabel 'ecology' fishbase."
t1.185,"TRUE/PRESENT (1) atau FALSE/ABSENT (0), bersumber dari kolom 'SeaGrassBeds' di tabel 'ecology' fishbase."
t1.186,"TRUE/PRESENT (1) atau FALSE/ABSENT (0), bersumber dari kolom 'Mud' di tabel 'ecology' fishbase."
t1.187,"TRUE/PRESENT (1) atau FALSE/ABSENT (0), bersumber dari kolom 'Sand' di tabel 'ecology' fishbase."
t1.188,"TRUE/PRESENT (1) atau FALSE/ABSENT (0), bersumber dari kolom 'Estuaries' di tabel 'ecology' fishbase."
faq,Pertanyaan yang Sering Diajukan:
q1,"Setelah saya menambahkan admin1 baru, berapa lama waktu yang dibutuhkan sebelum muncul di dropdown untuk admin2?"
a1,"Ini akan memakan waktu sekitar 15 menit sebelum entri baru tersedia di menu dropdown dinamis. Ini berlaku untuk dropdown admin2 di admin3_ref, dropdown species_group di gear_ref, dropdown admin3 di buyer_ref, fisher_ref, data_collector, dll. Lihat Gambar 5 untuk daftar lengkap dropdown dinamis dan alur kerjanya melalui file referensi."
q2,"Setelah saya menambahkan atau memperbarui file referensi, berapa lama waktu yang dibutuhkan sebelum pembaruan muncul di formulir survei Kobo?"
a2,Anda akan melihat formulir Kobo yang diperbarui dalam waktu sekitar 12-24 jam.
q3,"Bagaimana seharusnya nama pembeli, nelayan, dan pengumpul data dicatat?"
